name,gender,ratio,females,males,total
Paisley,F,100,5951,6,5957
Janelle,F,100,5930,7,5937
Kari,F,99,5836,68,5904
Chance,M,98,129,5757,5886
Jude,M,95,277,5589,5866
Edith,F,100,5833,26,5859
Marjorie,F,100,5851,5,5856
Aurora,F,100,5855,0,5855
Rickey,M,99,60,5795,5855
Kai,M,86,802,5044,5846
Tucker,M,99,50,5794,5844
Noel,M,77,1370,4471,5841
Kellie,F,100,5814,25,5839
Angie,F,100,5817,19,5836
Gerardo,M,100,28,5784,5812
Bobbie,F,88,5124,670,5794
Alejandra,F,99,5723,59,5782
Malachi,M,100,25,5757,5782
Stuart,M,100,24,5751,5775
Donnie,M,96,242,5515,5757
Trent,M,100,6,5749,5755
Jimmie,M,90,557,5192,5749
Axel,M,100,16,5695,5711
Giselle,F,100,5702,5,5707
Kirsten,F,99,5667,34,5701
Tessa,F,100,5678,0,5678
Nelson,M,100,28,5641,5669
Celeste,F,100,5638,0,5638
Callie,F,100,5617,15,5632
Marion,F,59,3316,2315,5631
Eden,F,86,4829,800,5629
Ivy,F,97,5469,156,5625
Adrianna,F,100,5624,0,5624
Raquel,F,99,5581,30,5611
Makenzie,F,99,5568,28,5596
Zane,M,99,40,5538,5578
Kay,F,98,5475,85,5560
Julianna,F,100,5546,0,5546
Geoffrey,M,100,13,5502,5515
Aimee,F,100,5475,6,5481
Valentina,F,100,5469,0,5469
Guy,M,100,18,5450,5468
Dominick,M,100,17,5445,5462
Kenny,M,99,33,5427,5460
Arturo,M,100,16,5426,5442
Lynne,F,100,5405,21,5426
Mallory,F,98,5341,85,5426
Bryant,M,99,30,5395,5425
Marcos,M,100,13,5411,5424
Colby,M,92,459,4955,5414
Billie,F,85,4578,826,5404
Britney,F,100,5390,6,5396
Dianna,F,100,5388,0,5388
Kelvin,M,99,32,5353,5385
Sam,M,98,87,5295,5382
Cristina,F,99,5329,36,5365
Silas,M,100,5,5356,5361
Kelley,F,90,4794,560,5354
Lana,F,100,5345,0,5345
Elliot,M,89,603,4732,5335
Jayla,F,100,5316,0,5316
Elliott,M,90,547,4762,5309
Alfredo,M,99,38,5262,5300
Genevieve,F,100,5293,0,5293
Tyson,M,99,37,5256,5293
Alaina,F,100,5292,0,5292
Aliyah,F,100,5286,6,5292
Ezekiel,M,100,0,5286,5286
Ashlyn,F,100,5285,0,5285
Lacey,F,98,5194,89,5283
Esmeralda,F,100,5241,21,5262
Bennett,M,96,194,5067,5261
Delilah,F,100,5255,0,5255
Vicky,F,99,5218,37,5255
Graham,M,100,20,5228,5248
Eliana,F,100,5219,0,5219
Clyde,M,99,35,5179,5214
Dante,M,99,41,5150,5191
Alexia,F,100,5185,5,5190
Tricia,F,100,5152,12,5164
Alec,M,99,30,5123,5153
Floyd,M,99,40,5110,5150
Cayden,M,96,218,4917,5135
Emerson,F,55,2815,2313,5128
Frankie,M,70,1548,3580,5128
Beau,M,98,96,5024,5120
Cara,F,100,5120,0,5120
Harley,F,51,2583,2518,5101
Mila,F,100,5088,6,5094
Raven,F,93,4725,356,5081
Lila,F,100,5072,0,5072
Lena,F,100,5071,0,5071
Emmett,M,100,12,5052,5064
Alma,F,99,4988,69,5057
Corbin,M,99,65,4987,5052
Nadia,F,100,5023,6,5029
Brock,M,100,10,5014,5024
Declan,M,100,21,5003,5024
Myles,M,100,21,4996,5017
Julius,M,100,10,4998,5008
Jaclyn,F,100,4997,8,5005
Michaela,F,100,5000,0,5000
Ty,M,99,73,4921,4994
Jaylen,M,88,589,4402,4991
Keegan,M,91,426,4562,4988
Hayley,F,100,4981,5,4986
Braden,M,100,22,4959,4981
Dave,M,100,6,4973,4979
Rylan,M,85,734,4237,4971
Griffin,M,99,74,4887,4961
Laila,F,100,4950,0,4950
Jaiden,M,82,866,4082,4948
Jalen,M,95,224,4719,4943
Freddie,M,94,298,4641,4939
Hadley,F,96,4759,177,4936
Malcolm,M,100,10,4924,4934
Roland,M,100,14,4908,4922
Lyla,F,100,4899,0,4899
Lester,M,99,41,4843,4884
Josie,F,99,4840,39,4879
Zion,M,82,864,4014,4878
Ted,M,100,6,4843,4849
Selena,F,100,4837,6,4843
Maddox,M,97,155,4671,4826
Dolores,F,99,4774,50,4824
Dawson,M,98,104,4716,4820
Serena,F,100,4815,5,4820
Lane,M,92,400,4407,4807
Marianne,F,100,4802,0,4802
Brooklynn,F,100,4795,0,4795
Greyson,M,98,101,4691,4792
Shawna,F,100,4773,18,4791
Kasey,F,73,3487,1302,4789
Harvey,M,100,23,4752,4775
Gayle,F,97,4620,154,4774
Brielle,F,100,4771,0,4771
Shelia,F,100,4757,14,4771
Malik,M,99,46,4722,4768
Kameron,M,89,506,4260,4766
Chandler,M,84,771,3993,4764
Fabian,M,99,30,4728,4758
Milton,M,100,17,4736,4753
Eliza,F,100,4724,10,4734
Gretchen,F,100,4721,11,4732
Leigh,F,92,4350,367,4717
Patsy,F,98,4619,90,4709
Emanuel,M,100,11,4694,4705
Mindy,F,100,4666,7,4673
Orlando,M,99,34,4638,4672
Lucia,F,100,4644,9,4653
Fredrick,M,100,23,4619,4642
Jasmin,F,99,4583,55,4638
Carolina,F,100,4622,13,4635
Patty,F,100,4634,0,4634
Teri,F,100,4611,23,4634
Drake,M,100,14,4615,4629
Mckenna,F,100,4612,7,4619
Ali,M,72,1272,3341,4613
Pablo,M,100,12,4597,4609
Leticia,F,99,4562,36,4598
Delores,F,100,4585,11,4596
Kyla,F,100,4584,0,4584
Carole,F,100,4579,0,4579
Antoinette,F,100,4557,0,4557
Delaney,F,97,4435,116,4551
Jazmin,F,99,4524,26,4550
Anastasia,F,100,4531,5,4536
Jameson,M,98,112,4416,4528
Tami,F,100,4494,13,4507
Jana,F,100,4489,10,4499
Salvador,M,99,23,4473,4496
Marisa,F,100,4488,0,4488
Janie,F,100,4454,17,4471
Lucille,F,100,4450,10,4460
Meagan,F,100,4433,6,4439
Roderick,M,100,18,4411,4429
Emery,F,72,3196,1231,4427
Sasha,F,96,4248,178,4426
Alissa,F,100,4412,7,4419
Tammie,F,100,4400,19,4419
Lola,F,100,4418,0,4418
Rochelle,F,99,4392,24,4416
Ginger,F,100,4409,0,4409
Ramona,F,100,4395,11,4406
Johanna,F,100,4383,16,4399
Amaya,F,100,4391,0,4391
Yesenia,F,99,4361,28,4389
Mildred,F,100,4357,19,4376
Lukas,M,100,0,4369,4369
Elisa,F,100,4354,5,4359
Jase,M,100,21,4328,4349
Paris,F,79,3420,925,4345
Jayce,M,96,166,4172,4338
Noelle,F,100,4327,8,4335
Gerard,M,100,0,4334,4334
Brennan,M,94,244,4083,4327
Pauline,F,100,4312,14,4326
Bob,M,100,5,4310,4315
Mercedes,F,99,4283,30,4313
Desmond,M,99,22,4287,4309
Kingston,M,100,21,4287,4308
Stacie,F,100,4291,17,4308
Camryn,F,87,3757,548,4305
Allie,F,98,4209,85,4294
Arnold,M,100,19,4270,4289
Clifton,M,100,18,4268,4286
Ernesto,M,100,14,4272,4286
Jakob,M,100,0,4284,4284
Bernadette,F,100,4276,0,4276
Jazmine,F,100,4266,10,4276
Myra,F,100,4266,0,4266
Fatima,F,100,4259,5,4264
Tasha,F,100,4248,16,4264
Emilio,M,100,5,4254,4259
Rex,M,100,11,4246,4257
Shari,F,100,4250,6,4256
Jasper,M,98,90,4163,4253
Rowan,M,64,1548,2694,4242
Ben,M,100,16,4219,4235
Neal,M,100,5,4219,4224
Trisha,F,100,4212,8,4220
Reid,M,98,77,4141,4218
Toby,M,87,549,3667,4216
Elisabeth,F,100,4213,0,4213
Beatrice,F,100,4201,11,4212
Cedric,M,99,26,4183,4209
Trey,M,100,7,4201,4208
Izabella,F,100,4199,0,4199
Edna,F,100,4189,0,4189
Kimberley,F,100,4172,13,4185
Jermaine,M,98,88,4095,4183
Loren,M,67,1377,2801,4178
Laurel,F,99,4122,49,4171
Maryann,F,100,4162,5,4167
Lynette,F,100,4161,5,4166
Gustavo,M,100,15,4144,4159
Herman,M,99,34,4123,4157
Christie,F,99,4096,52,4148
Paulette,F,100,4145,0,4145
Kristie,F,100,4143,0,4143
Alina,F,100,4134,0,4134
Alondra,F,100,4112,18,4130
Amir,M,99,41,4065,4106
Darla,F,100,4088,11,4099
Leila,F,100,4096,0,4096
Hanna,F,100,4090,5,4095
Madeleine,F,100,4066,5,4071
Quentin,M,100,18,4053,4071
Athena,F,100,4063,0,4063
Mariana,F,100,4052,8,4060
Luca,M,97,134,3920,4054
Vera,F,100,4054,0,4054
Amari,M,56,1788,2254,4042
Rudy,M,98,75,3961,4036
Kyler,M,94,252,3774,4026
Ismael,M,100,5,4014,4019
Marley,F,86,3433,578,4011
Pam,F,100,3999,10,4009
Brantley,M,97,118,3877,3995
Nickolas,M,100,7,3981,3988
Lora,F,100,3964,7,3971
Cassie,F,99,3942,27,3969
Lillie,F,100,3945,15,3960
Nikki,F,98,3877,83,3960
Rory,M,79,818,3142,3960
Kayleigh,F,100,3957,0,3957
Willow,F,99,3928,27,3955
Randolph,M,100,12,3941,3953
Corinne,F,100,3945,0,3945
Lesley,F,92,3625,318,3943
Leilani,F,100,3931,0,3931
Alivia,F,100,3919,0,3919
Ebony,F,99,3870,48,3918
Tracie,F,99,3878,37,3915
Betsy,F,100,3895,0,3895
Stefanie,F,100,3894,0,3894
Kyra,F,100,3884,7,3891
Jayson,M,100,5,3885,3890
Garry,M,100,14,3875,3889
Alisa,F,100,3888,0,3888
Cecil,M,98,80,3808,3888
Saul,M,100,18,3868,3886
Tatiana,F,100,3876,6,3882
Ashlee,F,99,3859,21,3880
Makenna,F,100,3880,0,3880
Marisol,F,99,3836,43,3879
Kerri,F,99,3836,38,3874
Kira,F,100,3871,0,3871
Patrice,F,97,3760,106,3866
Ryker,M,99,53,3811,3864
Gladys,F,100,3855,5,3860
Latoya,F,100,3842,17,3859
Fiona,F,100,3846,0,3846
Macy,F,99,3799,46,3845
Emilia,F,100,3827,0,3827
Marian,F,99,3790,37,3827
Gregg,M,100,13,3808,3821
Patti,F,100,3810,7,3817
Marla,F,100,3807,5,3812
Dexter,M,100,12,3796,3808
Juliet,F,100,3806,0,3806
Demetrius,M,96,140,3665,3805
Maximus,M,100,0,3793,3793
Alayna,F,100,3781,0,3781
Janine,F,100,3777,0,3777
Cheri,F,100,3764,0,3764
Clarissa,F,100,3759,5,3764
Presley,F,88,3286,469,3755
Jennie,F,100,3727,6,3733
Terrell,M,95,169,3564,3733
Ron,M,100,7,3724,3731
Justine,F,94,3501,229,3730
Ryleigh,F,99,3695,34,3729
Marina,F,100,3719,5,3724
Arielle,F,100,3716,6,3722
August,M,86,526,3191,3717
Daphne,F,100,3710,0,3710
Diamond,F,94,3493,213,3706
Janis,F,99,3684,22,3706
Ximena,F,100,3696,6,3702
Cade,M,100,8,3677,3685
Keira,F,100,3684,0,3684
Mayra,F,99,3642,40,3682
Justice,M,51,1806,1874,3680
Chester,M,100,14,3663,3677
Doreen,F,100,3664,8,3672
Rachelle,F,100,3671,0,3671
Tia,F,100,3658,10,3668
Trina,F,100,3658,5,3663
Angelique,F,100,3661,0,3661
Harmony,F,100,3652,0,3652
Katelynn,F,100,3650,0,3650
Christa,F,100,3649,0,3649
Finley,F,63,2294,1353,3647
Marty,M,90,358,3288,3646
Clint,M,100,14,3621,3635
Daniella,F,100,3629,0,3629
Kinsley,F,100,3609,17,3626
Grady,M,99,35,3582,3617
Mandy,F,100,3601,5,3606
Leland,M,99,32,3560,3592
Clay,M,99,25,3562,3587
Clark,M,100,12,3574,3586
Rosalie,F,100,3569,0,3569
Esteban,M,100,0,3566,3566
Teagan,F,81,2886,670,3556
Kendrick,M,99,36,3502,3538
Bret,M,99,25,3511,3536
Aniyah,F,100,3535,0,3535
Nadine,F,100,3524,0,3524
Haylee,F,100,3519,0,3519
Tatum,F,76,2665,837,3502
Chelsey,F,100,3471,9,3480
Reed,M,98,79,3399,3478
Sammy,M,97,99,3377,3476
Jamal,M,99,34,3435,3469
Asia,F,99,3438,24,3462
Dane,M,99,33,3423,3456
Luna,F,100,3445,7,3452
King,M,100,0,3443,3443
Lorena,F,99,3412,29,3441
Ronda,F,100,3433,7,3440
Alonzo,M,99,19,3419,3438
Carlton,M,99,32,3403,3435
Tori,F,97,3318,116,3434
Brooks,M,95,164,3266,3430
Tiana,F,100,3426,0,3426
Dina,F,100,3410,15,3425
Sage,F,64,2197,1214,3411
Jeannette,F,100,3407,0,3407
Adalyn,F,100,3404,0,3404
Savanna,F,100,3404,0,3404
Hugh,M,100,5,3395,3400
Phoebe,F,100,3400,0,3400
Hillary,F,98,3341,58,3399
Jeannie,F,99,3381,17,3398
Dena,F,100,3396,0,3396
Kamryn,F,84,2862,530,3392
Zackary,M,100,0,3388,3388
Sonja,F,100,3387,0,3387
Mona,F,100,3384,0,3384
Lexi,F,100,3380,0,3380
Margie,F,100,3365,5,3370
Emiliano,M,100,0,3367,3367
Lea,F,99,3339,21,3360
Shayla,F,100,3360,0,3360
Xander,M,100,0,3342,3342
Wendell,M,99,28,3302,3330
Lara,F,100,3312,11,3323
Deandre,M,98,50,3261,3311
Joaquin,M,100,0,3309,3309
Londyn,F,98,3243,55,3298
Irma,F,100,3292,5,3297
Ciara,F,100,3294,0,3294
Nick,M,100,5,3282,3287
Norah,F,100,3271,5,3276
Isla,F,100,3275,0,3275
Shauna,F,100,3253,6,3259
Cruz,M,92,247,3009,3256
Alyson,F,100,3255,0,3255
Lamar,M,96,132,3123,3255
Talia,F,100,3245,0,3245
Francine,F,100,3232,6,3238
Rodolfo,M,100,15,3223,3238
Ashlynn,F,100,3232,0,3232
Cecelia,F,100,3230,0,3230
Shanna,F,100,3223,7,3230
Brynn,F,99,3183,44,3227
River,M,68,1026,2201,3227
Charity,F,100,3226,0,3226
Sherrie,F,100,3224,0,3224
Sienna,F,100,3222,0,3222
Adalynn,F,100,3217,0,3217
Kali,F,98,3137,80,3217
Salvatore,M,100,7,3210,3217
Kassandra,F,100,3216,0,3216
Celia,F,100,3209,5,3214
Robbie,M,62,1212,1997,3209
Margarita,F,99,3190,18,3208
Quinton,M,100,0,3207,3207
Landen,M,99,19,3187,3206
Blaine,M,96,123,3077,3200
Carissa,F,100,3186,0,3186
Claude,M,99,34,3150,3184
Heaven,F,99,3138,45,3183
Alfonso,M,100,11,3170,3181
Ken,M,100,10,3169,3179
Bertha,F,100,3162,6,3168
Zayden,M,99,21,3147,3168
Ashleigh,F,100,3167,0,3167
Francesca,F,100,3165,0,3165
Dora,F,100,3143,10,3153
Hugo,M,100,6,3146,3152
Moises,M,100,13,3137,3150
Karter,M,88,378,2771,3149
Bernice,F,99,3096,46,3142
Zachariah,M,100,10,3131,3141
Terence,M,100,6,3130,3136
Latasha,F,100,3124,10,3134
Kinley,F,99,3097,36,3133
Phoenix,M,60,1264,1865,3129
Susie,F,100,3129,0,3129
Juliette,F,100,3120,0,3120
Adeline,F,100,3115,0,3115
Lucinda,F,100,3111,0,3111
Rosemarie,F,100,3101,0,3101
Florence,F,100,3092,7,3099
Darnell,M,93,211,2885,3096
Zachery,M,100,0,3092,3092
Brenna,F,100,3084,0,3084
Guillermo,M,100,5,3072,3077
Elsa,F,100,3075,0,3075
Elaina,F,100,3071,0,3071
Bradford,M,100,0,3065,3065
Benny,M,99,34,3028,3062
Candy,F,100,3049,12,3061
Leanne,F,100,3058,0,3058
Elsie,F,100,3057,0,3057
Keri,F,99,3027,27,3054
Adan,M,100,15,3038,3053
Shana,F,100,3029,12,3041
Judah,M,97,82,2958,3040
Jolene,F,100,3027,0,3027
Ellis,M,84,473,2553,3026
Marlon,M,99,34,2990,3024
Moses,M,100,0,3022,3022
Darin,M,99,44,2968,3012
Randi,F,96,2886,118,3004
Blair,F,54,1633,1370,3003
Faye,F,100,2994,8,3002
Maci,F,100,2998,0,2998
Bonita,F,100,2991,0,2991
Brenden,M,100,0,2984,2984
Ida,F,100,2981,0,2981
Ada,F,100,2973,7,2980
Rosie,F,99,2962,18,2980
Holden,M,99,30,2946,2976
Quincy,M,85,438,2536,2974
Julianne,F,100,2972,0,2972
Anderson,M,97,100,2870,2970
Paxton,M,94,184,2786,2970
Malia,F,100,2964,0,2964
Lyle,M,99,41,2922,2963
Marcella,F,100,2957,5,2962
Timmy,M,99,21,2938,2959
Lauryn,F,100,2955,0,2955
Wilson,M,99,24,2928,2952
Wallace,M,100,12,2927,2939
Felipe,M,100,5,2932,2937
Maxine,F,100,2931,5,2936
Kailey,F,100,2928,0,2928
Jodie,F,92,2688,235,2923
Waylon,M,100,8,2912,2920
Elisha,F,55,1611,1304,2915
Joni,F,98,2854,58,2912
Thelma,F,100,2902,7,2909
Finn,M,99,40,2868,2908
Hilary,F,97,2812,94,2906
Randal,M,100,8,2896,2904
Sterling,M,90,293,2609,2902
Davis,M,97,92,2809,2901
Cali,F,99,2868,32,2900
Jarrod,M,100,5,2892,2897
Imani,F,96,2773,122,2895
Kristian,M,74,758,2131,2889
Katharine,F,100,2882,0,2882
Lyric,F,81,2333,547,2880
Pat,M,57,1242,1634,2876
Simone,F,98,2818,53,2871
Dorian,M,85,436,2432,2868
Heath,M,99,20,2841,2861
Cash,M,100,14,2842,2856
Ira,M,90,284,2570,2854
Arabella,F,100,2842,0,2842
Otis,M,99,30,2812,2842
Cherie,F,100,2830,0,2830
Maddison,F,100,2826,0,2826
Forrest,M,99,38,2786,2824
Rocky,M,99,33,2786,2819
Antoine,M,99,26,2789,2815
Jax,M,99,22,2788,2810
Caiden,M,98,49,2760,2809
Skye,F,88,2485,324,2809
Cierra,F,100,2798,8,2806
Tania,F,100,2780,10,2790
Wilma,F,100,2783,7,2790
Karin,F,100,2778,5,2783
Johnathon,M,100,0,2779,2779
Tristen,M,87,372,2406,2778
Zander,M,100,0,2775,2775
Maribel,F,99,2750,24,2774
Baylee,F,97,2696,73,2769
Darrin,M,100,12,2756,2768
Kenya,F,92,2557,208,2765
Branden,M,99,38,2725,2763
Cathleen,F,100,2763,0,2763
Luz,F,98,2697,61,2758
Julissa,F,100,2755,0,2755
Aileen,F,100,2753,0,2753
Marquis,M,98,56,2696,2752
Jayda,F,100,2733,6,2739
Ethel,F,100,2728,9,2737
Sheldon,M,99,38,2697,2735
Kris,M,53,1284,1449,2733
Solomon,M,100,0,2730,2730
Darcy,F,91,2472,257,2729
Blanca,F,99,2709,18,2727
Leanna,F,100,2724,0,2724
Staci,F,100,2718,5,2723
Evangeline,F,100,2720,0,2720
Maverick,M,99,20,2697,2717
Ericka,F,100,2701,11,2712
Keaton,M,95,146,2566,2712
Danna,F,99,2686,24,2710
Kenzie,F,98,2661,49,2710
Hallie,F,99,2676,26,2702
Cary,M,82,477,2222,2699
Deana,F,100,2699,0,2699
Taryn,F,97,2620,71,2691
Stephan,M,99,16,2673,2689
Morris,M,99,36,2652,2688
Titus,M,100,0,2683,2683
Nia,F,100,2681,0,2681
Rodrigo,M,100,0,2675,2675
Cadence,F,93,2469,199,2668
Debora,F,100,2663,5,2668
Viviana,F,100,2666,0,2666
Alanna,F,100,2662,0,2662
Antonia,F,92,2433,225,2658
Eve,F,100,2649,0,2649
Tomas,M,100,0,2646,2646
Kobe,M,98,51,2587,2638
Gunner,M,100,0,2637,2637
Gilberto,M,100,5,2631,2636
Jenifer,F,100,2631,0,2631
Walker,M,99,36,2594,2630
Mattie,F,100,2614,6,2620
Rogelio,M,100,5,2612,2617
Mollie,F,100,2616,0,2616
Reece,M,80,521,2095,2616
Bridgette,F,100,2604,0,2604
Jarrett,M,100,5,2596,2601
Mickey,M,83,435,2165,2600
Adelyn,F,100,2591,6,2597
Alessandra,F,100,2595,0,2595
Kyleigh,F,100,2589,0,2589
Ingrid,F,100,2583,0,2583
Helena,F,100,2582,0,2582
Emilee,F,100,2581,0,2581
Ayla,F,100,2574,0,2574
Janette,F,100,2565,5,2570
Larissa,F,100,2567,0,2567
Addyson,F,100,2550,10,2560
Therese,F,100,2559,0,2559
Kassidy,F,98,2510,46,2556
Paola,F,99,2538,17,2555
Elmer,M,99,26,2525,2551
Leann,F,100,2547,0,2547
Brianne,F,100,2538,6,2544
Lia,F,100,2544,0,2544
Kiley,F,95,2410,127,2537
Gael,M,99,35,2499,2534
Eloise,F,100,2520,0,2520
Myron,M,99,33,2484,2517
Kody,M,97,83,2433,2516
Armani,M,57,1069,1446,2515
Rolando,M,100,12,2502,2514
Clare,F,98,2458,55,2513
Madalyn,F,100,2510,0,2510
Beckett,M,96,100,2405,2505
Angelia,F,100,2497,5,2502
Tommie,M,74,660,1833,2493
Virgil,M,99,28,2465,2493
Aden,M,97,63,2427,2490
Chasity,F,100,2484,5,2489
Carey,M,55,1124,1362,2486
Lilliana,F,100,2486,0,2486
Jami,F,96,2380,105,2485
Royce,M,93,168,2312,2480
Jeanine,F,100,2474,5,2479
Remington,M,77,582,1897,2479
Dewayne,M,100,5,2471,2476
Raegan,F,99,2447,21,2468
Romeo,M,100,0,2468,2468
Emely,F,100,2462,5,2467
Kaydence,F,96,2375,90,2465
Annabella,F,100,2464,0,2464
Gwen,F,99,2444,18,2462
Earnest,M,98,49,2403,2452
Madilyn,F,100,2448,0,2448
Tate,M,95,131,2315,2446
Geneva,F,100,2445,0,2445
Macie,F,100,2442,0,2442
Leona,F,100,2437,0,2437
Bobbi,F,100,2434,0,2434
Braylon,M,99,17,2416,2433
Cortney,F,86,2079,347,2426
Delia,F,100,2421,5,2426
Doug,M,100,0,2425,2425
Jonas,M,100,0,2424,2424
Kaylie,F,100,2423,0,2423
Olga,F,100,2416,5,2421
Maritza,F,100,2406,10,2416
Colette,F,100,2415,0,2415
Noe,M,98,39,2370,2409
Nikolas,M,100,0,2407,2407
Tonia,F,100,2404,0,2404
Tiara,F,99,2388,15,2403
Bennie,M,91,218,2179,2397
Mauricio,M,100,0,2396,2396
Will,M,100,6,2390,2396
Alton,M,100,9,2386,2395
Aisha,F,100,2386,7,2393
Ramiro,M,100,0,2392,2392
Lizbeth,F,100,2386,0,2386
Rylie,F,94,2237,148,2385
Kiana,F,100,2380,0,2380
Freddy,M,100,10,2368,2378
Kaylin,F,97,2312,64,2376
Conor,M,100,5,2369,2374
Anya,F,100,2366,0,2366
Lionel,M,100,0,2366,2366
Pearl,F,99,2335,31,2366
Mara,F,100,2365,0,2365
Karissa,F,100,2363,0,2363
Kiera,F,100,2344,6,2350
Leonel,M,100,0,2346,2346
Issac,M,100,5,2335,2340
Greta,F,100,2338,0,2338
Audra,F,100,2337,0,2337
Rocco,M,100,0,2333,2333
Dixie,F,100,2315,10,2325
Jamison,M,92,190,2128,2318
Nathanael,M,100,0,2317,2317
Van,M,94,146,2170,2316
Nehemiah,M,96,81,2233,2314
Mikaela,F,100,2310,0,2310
Pete,M,100,0,2310,2310
Conrad,M,100,0,2308,2308
Camilla,F,100,2306,0,2306
Colt,M,100,0,2304,2304
Luther,M,100,7,2294,2301
Stevie,M,54,1062,1238,2300
Haven,F,79,1826,473,2299
Lamont,M,99,15,2276,2291
Noemi,F,99,2277,14,2291
Karson,M,90,225,2060,2285
Keisha,F,100,2278,5,2283
Cornelius,M,99,34,2248,2282
Gia,F,100,2272,0,2272
Ari,M,81,426,1842,2268
Lorie,F,99,2247,18,2265
Barrett,M,96,83,2179,2262
Jaqueline,F,99,2249,13,2262
Jett,M,98,54,2208,2262
Madisyn,F,100,2262,0,2262
Kade,M,99,31,2229,2260
Latonya,F,100,2247,7,2254
Milan,M,56,984,1270,2254
Sherman,M,99,12,2242,2254
Bryanna,F,100,2251,0,2251
Sarai,F,100,2249,0,2249
Marcy,F,99,2223,25,2248
Derick,M,100,0,2245,2245
Milo,M,99,25,2219,2244
Lacy,F,87,1948,293,2241
Stefan,M,100,0,2240,2240
Teddy,M,97,66,2162,2228
Nyla,F,100,2226,0,2226
Jayne,F,100,2217,5,2222
Darian,M,83,381,1840,2221
Rhett,M,100,9,2212,2221
Trudy,F,100,2219,0,2219
Tobias,M,100,0,2217,2217
Journey,F,92,2036,180,2216
Gemma,F,100,2202,0,2202
Christi,F,100,2192,5,2197
Della,F,100,2190,0,2190
Vance,M,100,0,2185,2185
Isiah,M,100,0,2183,2183
Matt,M,100,0,2181,2181
Brendon,M,100,0,2180,2180
Edmund,M,100,0,2176,2176
Vivienne,F,100,2170,0,2170
Ainsley,F,98,2125,41,2166
Stewart,M,99,12,2152,2164
Tabatha,F,100,2164,0,2164
Iker,M,100,0,2159,2159
Regan,F,80,1723,436,2159
Mckinley,F,73,1570,586,2156
Kellen,M,96,96,2059,2155
Mae,F,100,2143,8,2151
Willard,M,100,10,2133,2143
Emilie,F,100,2142,0,2142
Ahmad,M,100,0,2141,2141
Kelsie,F,99,2110,31,2141
Nayeli,F,100,2139,0,2139
Lilah,F,100,2135,0,2135
Cyrus,M,100,5,2126,2131
Darrel,M,99,16,2110,2126
Dion,M,93,151,1975,2126
Winston,M,100,0,2117,2117
India,F,100,2102,7,2109
Catalina,F,100,2107,0,2107
Jaylin,M,51,1033,1073,2106
Arya,F,88,1857,245,2102
Fernanda,F,100,2091,5,2096
Laurence,M,99,17,2075,2092
Mohamed,M,100,0,2092,2092
Jeri,F,98,2052,37,2089
Melina,F,100,2085,0,2085
Marguerite,F,100,2084,0,2084
Jewel,F,92,1907,167,2074
Danica,F,100,2073,0,2073
Susanne,F,100,2072,0,2072
Amie,F,100,2071,0,2071
Rena,F,99,2052,17,2069
Raphael,M,100,10,2057,2067
Madelynn,F,100,2063,0,2063
Adelaide,F,100,2058,0,2058
Jayceon,M,100,6,2046,2052
Shea,F,61,1243,809,2052
Sylvester,M,99,24,2025,2049
Tamika,F,99,2034,15,2049
Miracle,F,98,2002,43,2045
Aspen,F,90,1845,199,2044
Chanel,F,100,2038,5,2043
Unknown,M,51,999,1040,2039
Susana,F,99,2026,11,2037
Itzel,F,100,2028,6,2034
Janae,F,100,2034,0,2034
Keenan,M,98,44,1990,2034
Terrie,F,99,2008,26,2034
Uriel,M,99,24,2010,2034
Hilda,F,100,2024,8,2032
Everly,F,100,2023,5,2028
Yasmin,F,99,2016,11,2027
Brynlee,F,100,2021,5,2026
Maximilian,M,100,0,2026,2026
Perla,F,100,2016,5,2021
Elyse,F,100,2015,5,2020
Jefferson,M,100,0,2019,2019
Monte,M,98,47,1970,2017
Aleah,F,100,2011,0,2011
Colten,M,100,0,2011,2011
Khalil,M,99,17,1991,2008
Rudolph,M,100,0,2000,2000
Amiyah,F,100,1991,0,1991
Annika,F,100,1991,0,1991
Rusty,M,97,57,1932,1989
Katy,F,100,1983,5,1988
Gale,F,72,1424,558,1982
Javon,M,96,79,1903,1982
Orion,M,97,52,1928,1980
Araceli,F,99,1965,14,1979
Margo,F,100,1978,0,1978
Annmarie,F,100,1976,0,1976
Reuben,M,100,6,1967,1973
Thaddeus,M,100,5,1965,1970
Aniya,F,100,1969,0,1969
Anahi,F,100,1961,7,1968
Eunice,F,99,1944,23,1967
Melany,F,100,1964,0,1964
Chuck,M,100,0,1962,1962
Abbey,F,100,1958,0,1958
Precious,F,99,1943,15,1958
Katlyn,F,100,1957,0,1957
Melisa,F,100,1956,0,1956
Kourtney,F,95,1863,92,1955
Dulce,F,100,1954,0,1954
Kaelyn,F,100,1947,6,1953
Rosalind,F,100,1953,0,1953
Kimberlee,F,100,1951,0,1951
Silvia,F,100,1947,0,1947
Aron,M,99,27,1913,1940
Kaleigh,F,100,1939,0,1939
Hattie,F,100,1933,0,1933
Raelynn,F,100,1928,0,1928
