name,gender,ratio,females,males,total
Duana,F,100,58,0,58
Dyron,M,100,0,58,58
Elis,F,52,30,28,58
Emin,M,100,0,58,58
Emya,F,100,58,0,58
Evah,F,100,58,0,58
Evren,M,100,0,58,58
Glorianna,F,100,58,0,58
Harlynn,F,100,58,0,58
Havilah,F,100,58,0,58
Haydan,M,67,19,39,58
Imad,M,100,0,58,58
Jamaar,M,100,0,58,58
Jamani,M,55,26,32,58
Jarah,F,100,58,0,58
Jassmine,F,100,58,0,58
Javell,M,100,0,58,58
Jawaun,M,100,0,58,58
Jazariah,F,100,58,0,58
Jeremaih,M,100,0,58,58
Johari,F,50,29,29,58
Jolin,F,71,41,17,58
Jquan,M,100,0,58,58
Kariana,F,100,58,0,58
Karole,F,100,58,0,58
Kelleigh,F,100,58,0,58
Kendi,F,100,58,0,58
Kennya,F,100,58,0,58
Kimia,F,100,58,0,58
Kingsten,M,100,0,58,58
Kisa,F,100,58,0,58
Konstantina,F,100,58,0,58
Kord,M,100,0,58,58
Kristoff,M,100,0,58,58
Lain,M,100,0,58,58
Lantz,M,100,0,58,58
Latishia,F,100,58,0,58
Latresa,F,100,58,0,58
Leesha,F,100,58,0,58
Lemont,M,100,0,58,58
Lexee,F,100,58,0,58
Lynnell,F,100,58,0,58
Madisynn,F,100,58,0,58
Maila,F,100,58,0,58
Majorie,F,100,58,0,58
Makynli,F,100,58,0,58
Malick,M,100,0,58,58
Malisha,F,100,58,0,58
Mayeli,F,100,58,0,58
Meklit,F,100,58,0,58
Melessa,F,100,58,0,58
Mellody,F,100,58,0,58
Mishael,M,79,12,46,58
Miyanna,F,100,58,0,58
Mizuki,F,90,52,6,58
Mohsin,M,100,0,58,58
Mustapha,M,100,0,58,58
Nalaya,F,100,58,0,58
Nasia,F,100,58,0,58
Natavia,F,100,58,0,58
Natoya,F,100,58,0,58
Naydelin,F,100,58,0,58
Nikeya,F,100,58,0,58
Nikkita,F,100,58,0,58
Nikkolas,M,100,0,58,58
Nizar,M,100,0,58,58
Olando,M,100,0,58,58
Otho,M,100,0,58,58
Paulene,F,100,58,0,58
Payslee,F,100,58,0,58
Paz,F,71,41,17,58
Raidyn,M,83,10,48,58
Raini,F,100,58,0,58
Raiven,F,100,58,0,58
Rajah,M,81,11,47,58
Rashun,M,91,5,53,58
Rifky,F,100,58,0,58
Roben,M,52,28,30,58
Roneisha,F,100,58,0,58
Roselia,F,100,58,0,58
Saidah,F,100,58,0,58
Saud,M,100,0,58,58
Saulo,M,100,0,58,58
Selia,F,100,58,0,58
Sendy,F,100,58,0,58
Shann,F,52,30,28,58
Shariff,M,100,0,58,58
Shariyah,F,100,58,0,58
Shaunice,F,100,58,0,58
Shayleen,F,100,58,0,58
Shelle,F,100,58,0,58
Sherrye,F,100,58,0,58
Shevon,F,100,58,0,58
Spiros,M,100,0,58,58
Tadhg,M,100,0,58,58
Talaysia,F,100,58,0,58
Tanijah,F,100,58,0,58
Taresa,F,100,58,0,58
Tashika,F,100,58,0,58
Terrelle,M,100,0,58,58
Tommaso,M,100,0,58,58
Turquoise,F,100,58,0,58
Tykia,F,100,58,0,58
Tymon,M,100,0,58,58
Uzair,M,100,0,58,58
Valecia,F,100,58,0,58
Vansh,M,100,0,58,58
Xian,M,78,13,45,58
Yee,M,62,22,36,58
Yeray,M,100,0,58,58
Zanyah,F,100,58,0,58
Adanna,F,100,57,0,57
Akshar,M,100,0,57,57
Aldrin,M,100,0,57,57
Alee,F,91,52,5,57
Aleiyah,F,100,57,0,57
Alishba,F,100,57,0,57
Amaar,M,100,0,57,57
Amarianna,F,100,57,0,57
Ambrosio,M,100,0,57,57
Amirrah,F,100,57,0,57
Aneta,F,100,57,0,57
Angell,F,91,52,5,57
Annelyse,F,100,57,0,57
Anvitha,F,100,57,0,57
Apolonia,F,100,57,0,57
Aricka,F,100,57,0,57
Arlon,M,100,0,57,57
Arna,F,100,57,0,57
Arshia,F,84,48,9,57
Artin,M,100,0,57,57
Arvil,M,100,0,57,57
Aryelle,F,100,57,0,57
Ascher,M,100,0,57,57
Ashira,F,100,57,0,57
Aviance,F,100,57,0,57
Aylee,F,100,57,0,57
Azeem,M,100,0,57,57
Bhavya,F,74,42,15,57
Bianey,F,100,57,0,57
Braddock,M,100,0,57,57
Brekken,M,100,0,57,57
Brewer,M,100,0,57,57
Brin,F,91,52,5,57
Calib,M,100,0,57,57
Charlea,F,100,57,0,57
Chevonne,F,100,57,0,57
Cira,F,100,57,0,57
Claiborne,M,100,0,57,57
Cristela,F,100,57,0,57
Cruise,M,100,0,57,57
Daena,F,100,57,0,57
Dallana,F,100,57,0,57
Damarian,M,100,0,57,57
Damin,M,100,0,57,57
Dashawna,F,100,57,0,57
Dat,M,100,0,57,57
Delanee,F,100,57,0,57
Delwyn,M,100,0,57,57
Demetrus,M,100,0,57,57
Deniyah,F,100,57,0,57
Donathan,M,100,0,57,57
Donzella,F,100,57,0,57
Dorrian,M,100,0,57,57
Dryden,M,100,0,57,57
Eberardo,M,100,0,57,57
Elika,F,100,57,0,57
Emran,M,100,0,57,57
Enrrique,M,100,0,57,57
Eoghan,M,100,0,57,57
Ezriel,M,100,0,57,57
Georg,M,100,0,57,57
Gianina,F,100,57,0,57
Giulio,M,100,0,57,57
Hadia,F,100,57,0,57
Hanh,F,91,52,5,57
Haze,M,100,0,57,57
Hebert,M,100,0,57,57
Hermes,M,100,0,57,57
Hunner,M,100,0,57,57
Ikechukwu,M,100,0,57,57
Ilijah,M,100,0,57,57
Indica,F,100,57,0,57
Isabeau,F,100,57,0,57
Ishana,F,100,57,0,57
Jaala,F,100,57,0,57
Jacarri,M,100,0,57,57
Jadzia,F,100,57,0,57
Jalaysia,F,100,57,0,57
Jamian,M,100,0,57,57
Jamiee,F,100,57,0,57
Janece,F,100,57,0,57
Janne,F,100,57,0,57
Janny,F,100,57,0,57
Jaziya,F,100,57,0,57
Jerre,M,72,16,41,57
Jhoan,M,100,0,57,57
Jimmey,M,100,0,57,57
Johnston,M,100,0,57,57
Joley,F,100,57,0,57
Josedejesus,M,100,0,57,57
Junie,F,100,57,0,57
Kaelah,F,100,57,0,57
Kaizen,M,100,0,57,57
Kalley,F,100,57,0,57
Kaniah,F,100,57,0,57
Kanya,F,100,57,0,57
Keairra,F,100,57,0,57
Keefer,M,100,0,57,57
Kellyanne,F,100,57,0,57
Kemuel,M,100,0,57,57
Keola,M,100,0,57,57
Kevontae,M,100,0,57,57
Laasya,F,100,57,0,57
Lamanda,F,100,57,0,57
Leeya,F,100,57,0,57
Leina,F,100,57,0,57
Leslieann,F,100,57,0,57
Madasyn,F,100,57,0,57
Maxamillion,M,100,0,57,57
Mehreen,F,100,57,0,57
Mone,F,100,57,0,57
Monzerrat,F,100,57,0,57
Nadina,F,100,57,0,57
Nami,F,100,57,0,57
Natally,F,100,57,0,57
Nayan,M,100,0,57,57
Naylah,F,100,57,0,57
Netta,F,100,57,0,57
Nikolette,F,100,57,0,57
Nishan,M,100,0,57,57
Norvell,M,100,0,57,57
Nyelle,F,100,57,0,57
Nyra,F,100,57,0,57
Onika,F,100,57,0,57
Orlin,M,100,0,57,57
Paiten,F,100,57,0,57
Rayma,F,100,57,0,57
Rayon,M,91,5,52,57
Reeva,F,100,57,0,57
Renelle,F,100,57,0,57
Rochele,F,100,57,0,57
Rody,M,100,0,57,57
Sameerah,F,100,57,0,57
Sanda,F,100,57,0,57
Satori,F,91,52,5,57
Shaliyah,F,100,57,0,57
Sharday,F,100,57,0,57
Shawntell,F,100,57,0,57
Shelba,F,100,57,0,57
Shereka,F,100,57,0,57
Solimar,F,100,57,0,57
Sophee,F,100,57,0,57
Srinidhi,F,100,57,0,57
Stephnie,F,100,57,0,57
Taber,M,91,5,52,57
Tajae,F,53,30,27,57
Tamarcus,M,100,0,57,57
Tatia,F,100,57,0,57
Tiasia,F,100,57,0,57
Tiauna,F,100,57,0,57
Timara,F,100,57,0,57
Timesha,F,100,57,0,57
Townsend,M,100,0,57,57
Trenise,F,100,57,0,57
Tristain,M,100,0,57,57
Tyliyah,F,100,57,0,57
Tyric,M,100,0,57,57
Undra,M,82,10,47,57
Vadim,M,100,0,57,57
Vester,M,88,7,50,57
Vikas,M,100,0,57,57
Whitnee,F,100,57,0,57
Yannis,M,65,20,37,57
Zaylon,M,100,0,57,57
Zohaib,M,100,0,57,57
Adrik,M,100,0,56,56
Aeriana,F,100,56,0,56
Allysson,F,100,56,0,56
Anahita,F,100,56,0,56
Ananias,M,100,0,56,56
Aryiah,F,100,56,0,56
Arynn,F,100,56,0,56
Asani,F,68,38,18,56
Atlanta,F,100,56,0,56
Ayanah,F,100,56,0,56
Baylei,F,100,56,0,56
Bayler,M,73,15,41,56
Bevan,M,88,7,49,56
Briane,F,71,40,16,56
Briceida,F,100,56,0,56
Bridgid,F,100,56,0,56
Brittanny,F,100,56,0,56
Carlen,F,84,47,9,56
Cartez,M,100,0,56,56
Ceirra,F,100,56,0,56
Chau,F,100,56,0,56
Cherith,F,100,56,0,56
Chery,F,100,56,0,56
Colbey,M,100,0,56,56
Crystina,F,100,56,0,56
Cydni,F,100,56,0,56
Daisie,F,100,56,0,56
Davine,F,75,42,14,56
Delmy,F,100,56,0,56
Denika,F,100,56,0,56
Deshay,F,59,33,23,56
Dhara,F,100,56,0,56
Dhriti,F,100,56,0,56
Diantha,F,100,56,0,56
Dillinger,M,100,0,56,56
Dove,F,100,56,0,56
Dyane,F,100,56,0,56
Elim,M,57,24,32,56
Elleanor,F,100,56,0,56
Emanual,M,100,0,56,56
Emmelia,F,100,56,0,56
Emon,M,79,12,44,56
Estel,M,82,10,46,56
Eyvonne,F,100,56,0,56
Fintan,M,100,0,56,56
Garion,M,100,0,56,56
Gavon,M,100,0,56,56
Giavana,F,100,56,0,56
Hashem,M,100,0,56,56
Hasini,F,100,56,0,56
Heith,M,100,0,56,56
Ihsan,M,100,0,56,56
Ishaq,M,100,0,56,56
Jadarian,M,100,0,56,56
Jalee,F,100,56,0,56
Janissa,F,100,56,0,56
Jaquel,M,64,20,36,56
Jasline,F,100,56,0,56
Jeannene,F,100,56,0,56
Jeannett,F,100,56,0,56
Jemar,M,100,0,56,56
Jenel,F,100,56,0,56
Jennavecia,F,100,56,0,56
Johnae,F,100,56,0,56
Jurgen,M,100,0,56,56
Jyaire,M,100,0,56,56
Kadija,F,100,56,0,56
Kadijah,F,100,56,0,56
Kaleem,M,100,0,56,56
Kaleyah,F,100,56,0,56
Kalilah,F,100,56,0,56
Karene,F,100,56,0,56
Katalaya,F,100,56,0,56
Katiria,F,100,56,0,56
Katriel,F,82,46,10,56
Kayse,F,100,56,0,56
Kaytee,F,100,56,0,56
Kedar,M,100,0,56,56
Keiron,M,100,0,56,56
Keirstin,F,100,56,0,56
Kemora,F,100,56,0,56
Kennetha,F,100,56,0,56
Kerem,M,100,0,56,56
Keygan,M,100,0,56,56
Laketa,F,100,56,0,56
Lamari,M,62,21,35,56
Lannette,F,100,56,0,56
Laquinton,M,100,0,56,56
Lauree,F,100,56,0,56
Ledarius,M,100,0,56,56
Li,M,54,26,30,56
Locklyn,F,91,51,5,56
Logun,M,100,0,56,56
Loleta,F,100,56,0,56
Louden,M,100,0,56,56
Loura,F,100,56,0,56
Lyncoln,M,62,21,35,56
Lyon,M,100,0,56,56
Maaz,M,100,0,56,56
Maimouna,F,100,56,0,56
Mala,F,100,56,0,56
Mayli,F,100,56,0,56
Meggie,F,100,56,0,56
Melayna,F,100,56,0,56
Merary,F,100,56,0,56
Merl,M,100,0,56,56
Mikiah,F,70,39,17,56
Mitra,F,100,56,0,56
Myson,M,100,0,56,56
Namon,M,100,0,56,56
Nevayah,F,100,56,0,56
Nickalus,M,100,0,56,56
Nirav,M,100,0,56,56
Nivia,F,100,56,0,56
Paysen,F,73,41,15,56
Pola,F,100,56,0,56
Precilla,F,100,56,0,56
Primo,M,100,0,56,56
Quamir,M,100,0,56,56
Quanita,F,100,56,0,56
Quinley,F,100,56,0,56
Rahil,M,100,0,56,56
Ralston,M,100,0,56,56
Redmond,M,100,0,56,56
Reshma,F,100,56,0,56
Reyanna,F,100,56,0,56
Rielly,M,57,24,32,56
Rithik,M,100,0,56,56
Rosaly,F,100,56,0,56
Roshell,F,100,56,0,56
Rosilyn,F,100,56,0,56
Roxi,F,100,56,0,56
Salih,M,100,0,56,56
Scotti,F,66,37,19,56
Sebastain,M,100,0,56,56
Semira,F,100,56,0,56
Shanley,F,100,56,0,56
Sheilla,F,100,56,0,56
Shirelle,F,100,56,0,56
Shloime,M,100,0,56,56
Shraga,M,100,0,56,56
Shunda,F,100,56,0,56
Silva,F,100,56,0,56
Sueanne,F,100,56,0,56
Syniah,F,100,56,0,56
Taia,F,100,56,0,56
Takeya,F,100,56,0,56
Tallie,F,100,56,0,56
Tameca,F,100,56,0,56
Tatjana,F,100,56,0,56
Teghan,F,84,47,9,56
Terika,F,100,56,0,56
Termaine,M,91,5,51,56
Thorne,M,100,0,56,56
Tigran,M,100,0,56,56
Tinlee,F,100,56,0,56
Tonyia,F,100,56,0,56
Torah,F,100,56,0,56
Torrian,M,100,0,56,56
Tramel,M,100,0,56,56
Tyronda,F,100,56,0,56
Vashon,M,100,0,56,56
Verlyn,M,75,14,42,56
Victorya,F,100,56,0,56
Xiana,F,100,56,0,56
Yareni,F,100,56,0,56
Yetta,F,100,56,0,56
Yordi,M,100,0,56,56
Yossi,M,100,0,56,56
Yui,F,100,56,0,56
Yuliza,F,100,56,0,56
Yuvan,M,100,0,56,56
Zaelyn,M,52,27,29,56
Zaidan,M,100,0,56,56
Zalman,M,100,0,56,56
Aamiyah,F,100,55,0,55
Abdulla,M,100,0,55,55
Acen,M,100,0,55,55
Adelbert,M,100,0,55,55
Adlai,M,84,9,46,55
Affan,M,100,0,55,55
Akiyah,F,100,55,0,55
Alease,F,100,55,0,55
Alegandro,M,100,0,55,55
Alegra,F,100,55,0,55
Alexiss,F,100,55,0,55
Alexiz,M,58,23,32,55
Allayna,F,100,55,0,55
Allyana,F,100,55,0,55
Allysen,F,100,55,0,55
Amandeep,M,62,21,34,55
Amour,F,85,47,8,55
Analis,F,100,55,0,55
Analynn,F,100,55,0,55
Andrews,M,100,0,55,55
Ashleen,F,100,55,0,55
Aureliano,M,100,0,55,55
Auther,M,100,0,55,55
Ayiana,F,100,55,0,55
Baili,F,100,55,0,55
Bassam,M,100,0,55,55
Berenise,F,100,55,0,55
Bethlehem,F,100,55,0,55
Beverlyn,F,100,55,0,55
Bodi,M,100,0,55,55
Branch,M,100,0,55,55
Breezy,F,100,55,0,55
Bronte,F,91,50,5,55
Bruna,F,100,55,0,55
Cephus,M,100,0,55,55
Chadley,M,100,0,55,55
Chaquita,F,100,55,0,55
Charish,F,100,55,0,55
Chrislynn,F,100,55,0,55
Clairissa,F,100,55,0,55
Corianna,F,100,55,0,55
Cotton,M,100,0,55,55
Courtny,F,100,55,0,55
Crystall,F,100,55,0,55
Dalis,F,91,50,5,55
Damyan,M,100,0,55,55
Danea,F,100,55,0,55
Dareen,F,91,50,5,55
Dariya,F,100,55,0,55
Darlyne,F,100,55,0,55
Dawsen,M,100,0,55,55
Delorse,F,100,55,0,55
Denasia,F,100,55,0,55
Derika,F,100,55,0,55
Desiderio,M,100,0,55,55
Dhilan,M,100,0,55,55
Dickey,M,100,0,55,55
Donatello,M,100,0,55,55
Donyae,F,53,29,26,55
Dymon,F,82,45,10,55
Ebrahim,M,100,0,55,55
Edel,M,100,0,55,55
Elesha,F,100,55,0,55
Eliane,F,100,55,0,55
Emerick,M,100,0,55,55
Ericca,F,100,55,0,55
Erving,M,100,0,55,55
Friedrich,M,100,0,55,55
Giannah,F,100,55,0,55
Glyn,M,100,0,55,55
Grafton,M,100,0,55,55
Ibeth,F,100,55,0,55
Ilena,F,100,55,0,55
Inge,F,100,55,0,55
Inna,F,100,55,0,55
Jaaziel,M,100,0,55,55
Jairon,M,100,0,55,55
Jakayden,M,100,0,55,55
Jaleigha,F,100,55,0,55
Jamaris,M,73,15,40,55
Janelis,F,100,55,0,55
Jaylenn,M,51,27,28,55
Jayli,F,100,55,0,55
Jessejames,M,100,0,55,55
Jessicca,F,100,55,0,55
Jihan,F,91,50,5,55
Jorell,M,100,0,55,55
Juda,M,73,15,40,55
Junaid,M,100,0,55,55
Junia,F,100,55,0,55
Kaidynce,F,100,55,0,55
Kaleel,M,100,0,55,55
Kandee,F,100,55,0,55
Karmella,F,100,55,0,55
Kayelynn,F,100,55,0,55
Keirah,F,100,55,0,55
Kenyada,F,87,48,7,55
Kinnley,F,100,55,0,55
Kolson,M,100,0,55,55
Kutter,M,100,0,55,55
Lala,F,100,55,0,55
Lamiah,F,100,55,0,55
Lanai,F,100,55,0,55
Larina,F,100,55,0,55
Lashonna,F,100,55,0,55
Lateasha,F,100,55,0,55
Latif,M,100,0,55,55
Laveda,F,100,55,0,55
Lawernce,M,100,0,55,55
Leilana,F,100,55,0,55
Lemarcus,M,100,0,55,55
Lissete,F,100,55,0,55
Lorriane,F,100,55,0,55
Loukas,M,100,0,55,55
Lundon,F,76,42,13,55
Maeli,F,100,55,0,55
Malakye,M,100,0,55,55
Malichi,M,100,0,55,55
Maree,F,100,55,0,55
Margherita,F,100,55,0,55
Marlinda,F,100,55,0,55
Marney,F,100,55,0,55
Matia,F,91,50,5,55
Maybelline,F,100,55,0,55
Mechell,F,100,55,0,55
Mersadies,F,100,55,0,55
Milka,F,100,55,0,55
Mirabel,F,100,55,0,55
Mystique,F,100,55,0,55
Naeemah,F,100,55,0,55
Nakya,F,100,55,0,55
Nance,F,100,55,0,55
Nathania,F,100,55,0,55
Nichalos,M,100,0,55,55
Nicholi,M,100,0,55,55
Nykeria,F,100,55,0,55
Olivya,F,100,55,0,55
Oluwademilade,M,62,21,34,55
Parke,M,100,0,55,55
Paulett,F,100,55,0,55
Ramiya,F,100,55,0,55
Raniah,F,100,55,0,55
Rickard,M,100,0,55,55
Riku,M,100,0,55,55
Ritu,F,100,55,0,55
Robet,M,100,0,55,55
Rosevelt,M,100,0,55,55
Rue,F,89,49,6,55
Saadia,F,100,55,0,55
Sadaf,F,100,55,0,55
Saran,F,91,50,5,55
Sareena,F,100,55,0,55
Sergei,M,100,0,55,55
Shailynn,F,100,55,0,55
Shaira,F,100,55,0,55
Shakila,F,100,55,0,55
Shaneeka,F,100,55,0,55
Sharena,F,100,55,0,55
Sharlette,F,100,55,0,55
Sheina,F,100,55,0,55
Shelagh,F,100,55,0,55
Sonji,F,100,55,0,55
Srinika,F,100,55,0,55
Stiles,M,100,0,55,55
Talyah,F,100,55,0,55
Tamim,M,100,0,55,55
Tanasha,F,100,55,0,55
Tanda,F,100,55,0,55
Taneesha,F,100,55,0,55
Tarence,M,100,0,55,55
Tashi,F,85,47,8,55
Teesha,F,100,55,0,55
Temiloluwa,F,56,31,24,55
Tenna,F,100,55,0,55
Terril,M,75,14,41,55
Timofey,M,100,0,55,55
Trebor,M,100,0,55,55
Trevell,M,100,0,55,55
Tyiesha,F,100,55,0,55
Valisha,F,100,55,0,55
Vella,F,100,55,0,55
Vergie,F,100,55,0,55
Vinita,F,100,55,0,55
Waynette,F,100,55,0,55
Weslie,F,55,30,25,55
Yaira,F,100,55,0,55
Yaiza,F,100,55,0,55
Yazmeen,F,100,55,0,55
Zadyn,M,100,0,55,55
Zakira,F,100,55,0,55
Ziara,F,100,55,0,55
Zymere,M,100,0,55,55
Aadit,M,100,0,54,54
Aaminah,F,100,54,0,54
Aariyah,F,100,54,0,54
Abdoul,M,100,0,54,54
Adonnis,M,100,0,54,54
Agustine,M,100,0,54,54
Ahaan,M,100,0,54,54
Aidon,M,100,0,54,54
Aishani,F,100,54,0,54
Alanni,F,100,54,0,54
Alexandr,M,100,0,54,54
Amariya,F,100,54,0,54
Andreus,M,100,0,54,54
Anshul,M,100,0,54,54
Aracelia,F,100,54,0,54
Areej,F,100,54,0,54
Arizbeth,F,100,54,0,54
Arnez,M,100,0,54,54
Arsen,M,100,0,54,54
Ashle,F,100,54,0,54
Aubryana,F,100,54,0,54
Axcel,M,100,0,54,54
Banesa,F,100,54,0,54
Becker,M,100,0,54,54
Braydn,M,100,0,54,54
Brihana,F,100,54,0,54
Caedon,M,100,0,54,54
Celestia,F,100,54,0,54
Chavy,F,100,54,0,54
Chelsae,F,100,54,0,54
Cherell,F,100,54,0,54
Cheskel,M,100,0,54,54
Chyler,F,81,44,10,54
Cyd,F,100,54,0,54
Daisia,F,100,54,0,54
Damauri,M,100,0,54,54
Danel,M,56,24,30,54
Danney,M,91,5,49,54
Darcell,F,76,41,13,54
Daymien,M,100,0,54,54
Devansh,M,100,0,54,54
Diavian,F,91,49,5,54
Donold,M,100,0,54,54
Dontaye,M,100,0,54,54
Duan,M,100,0,54,54
Durwin,M,100,0,54,54
Elane,F,100,54,0,54
Elijio,M,100,0,54,54
Elita,F,100,54,0,54
Essa,M,100,0,54,54
Everlyn,F,100,54,0,54
Franciso,M,100,0,54,54
Gaylan,M,76,13,41,54
Genessa,F,100,54,0,54
Ghassan,M,100,0,54,54
Grabiel,M,100,0,54,54
Grabiela,F,100,54,0,54
Guthrie,M,100,0,54,54
Halimah,F,100,54,0,54
Harlo,F,78,42,12,54
Helina,F,100,54,0,54
Hilliard,M,100,0,54,54
Iban,M,100,0,54,54
Ifeoluwa,F,70,38,16,54
Illeana,F,100,54,0,54
Ivyana,F,100,54,0,54
Iyanla,F,100,54,0,54
Izabellah,F,100,54,0,54
Jabar,M,100,0,54,54
Jacquiline,F,100,54,0,54
Jakiah,F,91,49,5,54
Jamella,F,100,54,0,54
Jamire,M,100,0,54,54
Janneth,F,100,54,0,54
Jasin,M,100,0,54,54
Javarious,M,100,0,54,54
Javid,M,100,0,54,54
Javoris,M,100,0,54,54
Jaxtin,M,100,0,54,54
Jaydence,F,52,28,26,54
Jeniyah,F,100,54,0,54
Jenne,F,100,54,0,54
Jeramey,M,100,0,54,54
Jeren,M,100,0,54,54
Jerren,M,100,0,54,54
Jozette,F,100,54,0,54
Kaheem,M,100,0,54,54
Kamon,M,100,0,54,54
Karenna,F,100,54,0,54
Kashvi,F,100,54,0,54
Kayonna,F,100,54,0,54
Kearsten,F,100,54,0,54
Keilana,F,100,54,0,54
Keiley,F,100,54,0,54
Kemiyah,F,100,54,0,54
Kendre,M,81,10,44,54
Keno,M,100,0,54,54
Kenyah,F,100,54,0,54
Keone,M,100,0,54,54
Kilah,F,100,54,0,54
Kimoni,F,54,29,25,54
Klee,F,100,54,0,54
Komal,F,100,54,0,54
Kwaku,M,100,0,54,54
Kyanne,F,100,54,0,54
Kypton,M,100,0,54,54
Ladena,F,100,54,0,54
Laia,F,100,54,0,54
Lanah,F,100,54,0,54
Laquandra,F,100,54,0,54
Linken,M,100,0,54,54
Lynnda,F,100,54,0,54
Madalin,F,100,54,0,54
Mahika,F,100,54,0,54
Makoto,M,100,0,54,54
Maleka,F,100,54,0,54
Malyssa,F,100,54,0,54
Manahil,F,100,54,0,54
Manasseh,M,100,0,54,54
Marland,M,100,0,54,54
Marlenne,F,100,54,0,54
Marvina,F,100,54,0,54
Maylynn,F,100,54,0,54
Megyn,F,100,54,0,54
Merisa,F,100,54,0,54
Meylin,F,100,54,0,54
Mickaela,F,100,54,0,54
Mikiyah,F,100,54,0,54
Mirah,F,100,54,0,54
Monay,F,100,54,0,54
Mozell,F,63,34,20,54
Mushka,F,100,54,0,54
Naftuli,M,100,0,54,54
Nataliah,F,100,54,0,54
Nature,F,76,41,13,54
Nikka,F,100,54,0,54
Nolin,M,100,0,54,54
Ociel,M,100,0,54,54
Oracio,M,100,0,54,54
Orland,M,100,0,54,54
Osmin,M,100,0,54,54
Ousmane,M,100,0,54,54
Paulita,F,100,54,0,54
Rael,F,52,28,26,54
Raeleen,F,100,54,0,54
Raeya,F,100,54,0,54
Raheen,M,100,0,54,54
Rakesh,M,100,0,54,54
Ramell,M,100,0,54,54
Raymund,M,100,0,54,54
Ridwan,M,100,0,54,54
Rosamond,F,100,54,0,54
Saima,F,100,54,0,54
Sakari,F,85,46,8,54
Sanam,F,100,54,0,54
Sarafina,F,100,54,0,54
Satvik,M,100,0,54,54
Shabnam,F,100,54,0,54
Shantee,F,100,54,0,54
Shazia,F,100,54,0,54
Siddarth,M,100,0,54,54
Sigourney,F,100,54,0,54
Socrates,M,100,0,54,54
Sonda,F,100,54,0,54
Sotero,M,100,0,54,54
Sruthi,F,100,54,0,54
Stacye,F,100,54,0,54
Styles,M,100,0,54,54
Suhail,M,87,7,47,54
Suki,F,100,54,0,54
Susi,F,100,54,0,54
Tacara,F,100,54,0,54
Taijah,F,100,54,0,54
Tangi,F,100,54,0,54
Terez,M,81,10,44,54
Tharon,M,89,6,48,54
Thunder,M,100,0,54,54
Thyra,F,100,54,0,54
Tiarah,F,100,54,0,54
Timothey,M,100,0,54,54
Tinleigh,F,100,54,0,54
Tomasita,F,100,54,0,54
Tomica,F,100,54,0,54
Travaris,M,100,0,54,54
Travonte,M,100,0,54,54
Trenell,M,59,22,32,54
Treyon,M,100,0,54,54
Tyden,M,100,0,54,54
Tyheem,M,100,0,54,54
Tylisha,F,100,54,0,54
Tylynn,F,89,48,6,54
Tyreik,M,100,0,54,54
Umair,M,100,0,54,54
Venetta,F,100,54,0,54
Vianka,F,100,54,0,54
Winson,M,100,0,54,54
Yanelli,F,100,54,0,54
Yanina,F,100,54,0,54
Yanna,F,100,54,0,54
Yezenia,F,100,54,0,54
Yoshua,M,100,0,54,54
Yuritzy,F,100,54,0,54
Yvetta,F,100,54,0,54
Zakee,M,100,0,54,54
Zarriah,F,100,54,0,54
Zarya,F,100,54,0,54
Zoraya,F,100,54,0,54
Abcde,F,100,53,0,53
Abeni,F,100,53,0,53
Aishia,F,100,53,0,53
Aiyanah,F,100,53,0,53
Aleda,F,100,53,0,53
Aleister,M,100,0,53,53
Alfonse,M,100,0,53,53
Alitza,F,100,53,0,53
Angelyna,F,100,53,0,53
Anjolie,F,100,53,0,53
Annaclaire,F,100,53,0,53
Annaleise,F,100,53,0,53
Annora,F,100,53,0,53
Antoniette,F,100,53,0,53
Any,F,100,53,0,53
Apollonia,F,100,53,0,53
Artemus,M,100,0,53,53
Athony,M,100,0,53,53
Avel,M,100,0,53,53
Avyan,M,100,0,53,53
Balian,M,100,0,53,53
Banner,M,91,5,48,53
Bradan,M,100,0,53,53
Braeleigh,F,100,53,0,53
Braycen,M,100,0,53,53
Brittin,F,81,43,10,53
Caige,M,100,0,53,53
Calise,F,100,53,0,53
Calogero,M,100,0,53,53
Ceira,F,100,53,0,53
Celestial,F,100,53,0,53
Chardae,F,100,53,0,53
Charnita,F,100,53,0,53
Chaun,M,100,0,53,53
Chianne,F,100,53,0,53
Choua,F,70,37,16,53
Claritza,F,100,53,0,53
Cully,M,100,0,53,53
Cylee,F,100,53,0,53
Daelen,M,100,0,53,53
Dalya,F,100,53,0,53
Danyla,F,100,53,0,53
Daquon,M,100,0,53,53
Darcia,F,100,53,0,53
Davetta,F,100,53,0,53
Dayja,F,100,53,0,53
Daylee,F,100,53,0,53
Dericka,F,100,53,0,53
Derrill,M,100,0,53,53
Deziyah,F,100,53,0,53
Dominico,M,100,0,53,53
Donnalee,F,100,53,0,53
Dugan,M,100,0,53,53
Earleen,F,100,53,0,53
Eleena,F,100,53,0,53
Eleuterio,M,100,0,53,53
Ellijah,M,100,0,53,53
Elvera,F,100,53,0,53
Elvie,F,58,31,22,53
Elya,M,57,23,30,53
Emiya,F,100,53,0,53
Eniya,F,100,53,0,53
Evee,F,100,53,0,53
Exodus,M,68,17,36,53
Eydie,F,100,53,0,53
Eytan,M,100,0,53,53
Gaius,M,100,0,53,53
Gauri,F,100,53,0,53
Gean,M,64,19,34,53
